"Key","Year","Site","Block","Point","SampleCode","Code","BlockType","RSFalconTube","BSFalconTube","FarmSite","Date","Initials","ArrivalTime","DepartureTime","ATTemp","DTTemp","PlantID","PlantHeight","TotalFlower","Buds","ImmatureFruit","MatureFruit","LeafNo","RSNitrateRead","RSNitriteRead","BSNitrateRead","BSNitriteRead","RSTinWeight","BSTinWeight","RSWetWeight","BSWetWeight","RSDryWeight","BSDryWeight","BD","FarmKey","orgFarmCode","FarmType","FocalCrop","soilOrder","soilSeries","soilType","Long","Lat","firstPolyYear","conversionYrs","MonoYears","PolyYears","FallowYears","MonoProp","PolyProp","FallowProp","pH","P","K","Ca","Mg","Zn","B","Mn","Cu","Pb","Al","Na","S","CEC","OM","Presence","Absence"
47,2017,"KY","N2","2","KY_N2_2","2017_KY_N2_2","N","10.103","10.075","KY","10/8/17","CD","8:07A","10:10A","58.8","77.8","SNAPBEAN","200","64","35","24","0","350","0.5","0","20","0","0.496","0.498","9.773","9.951","","",1.49,"KY","KY","Polyculture","Eggplant","alifisol","ramona","sandy loam",-119.616133,36.7092261,"2002","15",0,15,15,0,1,0,7.86,57.96089385,48.56843575,1017.22067,229.0537709,1.702084497,0.22560405,8.613826816,0.156909916,0.42924581,3.032800279,44.32960894,12.19273743,7.087809226,1.072713156,"",""
48,2017,"KY","N2","3","KY_N2_3","2017_KY_N2_3","N","9.9","9.936","KY","10/8/17","CD","8:07A","10:10A","58.8","77.8","CHARD","28","0","0","0","0","53","0.5","0","0.5","0","0.5","0.498","9.885","10.218","","",1.49,"KY","KY","Polyculture","Eggplant","alifisol","ramona","sandy loam",-119.616133,36.7092261,"2002","15",0,15,15,0,1,0,7.81,92.80230978,59.2017663,897.4286685,195.9544837,1.614867527,0.175152853,12.2044837,0.129493886,0.441277174,4.966032609,35.94089674,16.63722826,6.244738802,0.831808124,"2","25"
49,2017,"CF","F1","1","CF_F1_1","2017_CF_F1_1","F","10.309","10.098","CF","10/15/17","MB/CD","8:45A","11A","64","83.5","EGGPLANT","58","7","24","2","0","498","0","0","0","0","0.499","0.499","10.37","10.176","","",1.425,"CF","CF","Polyculture","Eggplant","alifisol","atwater","sandy loam",-119.603949,36.7243901,"2011","6",1,7,7,0.067,0.467,0.47,8.15,17.89772727,27.37571023,476.2357955,187.4893466,2.294009233,0.059549006,5.433238636,0.987159091,0.24315696,2.49356179,48.95596591,17.27272727,3.987991504,0.67995424,"8","92"
50,2017,"CF","F1","2","CF_F1_2","2017_CF_F1_2","F","10.312","10.302","CF","10/15/17","MB/CD","8:45A","11A","64","83.5","EGGPLANT","65","6","23","2","0","519","0.5","0","0","0","0.498","0.491","10.146","10.449","","",1.425,"CF","CF","Polyculture","Eggplant","alifisol","atwater","sandy loam",-119.603949,36.7243901,"2011","6",1,7,7,0.067,0.467,0.47,8.26,16.13821138,31.01219512,523.8495935,239.1219512,2.695731707,0.124987805,6.817073171,0.74754878,0.276463415,2.003703252,68.34146341,24.8902439,4.658579038,0.781724721,"8","92"
51,2017,"CF","F1","3","CF_F1_3","2017_CF_F1_3","F","10.265","10.376","CF","10/15/17","MB/CD","8:45A","11A","64","83.5","EGGPLANT","69","1","3","1","1","181","0.5","0","0","0","0.494","0.476","10.377","10.58","","",1.425,"CF","CF","Polyculture","Eggplant","alifisol","atwater","sandy loam",-119.603949,36.7243901,"2011","6",1,7,7,0.067,0.467,0.47,7.8,14.96865204,35.52115987,543.7382445,211.8416928,5.062695925,0.130031348,6.195141066,3.253166144,0.317766458,1.706081505,45.66222571,20.67398119,4.545945497,0.73387706,"30","70"
52,2017,"CF","F2","1","CF_F2_1","2017_CF_F2_1","F","10.326","10.285","CF","10/15/17","MB/CD","8:45A","11A","64","83.5","EGGPLANT","73","3","12","1","0","225","0.5","0","0","0","0.487","0.485","10.354","10.28","","",1.425,"CF","CF","Polyculture","Eggplant","alifisol","atwater","sandy loam",-119.603949,36.7243901,"2011","6",1,7,7,0.067,0.467,0.47,7.72,15.40948276,38.3512931,466.7456897,190.7650862,2.915869253,0.070409483,6.713362069,1.171059626,0.243487787,1.826573276,47.86997126,14.31034483,3.995461844,0.657197697,"27","74"
53,2017,"CF","F2","2","CF_F2_2","2017_CF_F2_2","F","10.229","10.334","CF","10/15/17","MB/CD","8:45A","11A","64","83.5","EGGPLANT","61","2","11","0","1","200","0.5","0","0.5","0","0.492","0.487","10.087","10.319","","",1.425,"CF","CF","Polyculture","Eggplant","alifisol","atwater","sandy loam",-119.603949,36.7243901,"2011","6",1,7,7,0.067,0.467,0.47,7.59,19.1522763,67.35086342,503.689168,209.0973312,1.881122449,0.080490581,7.735478807,0.216350078,0.258751962,1.827354788,54.07378336,18.31632653,4.404611239,0.968354893,"19","81"
54,2017,"CF","F2","3","CF_F2_3","2017_CF_F2_3","F","10.082","10.567","CF","10/15/17","MB/CD","8:45A","11A","64","83.5","EGGPLANT","64","9","20","9","3","425","0","0","0","0","0.487","0.496","10.4","10.144","","",1.425,"CF","CF","Polyculture","Eggplant","alifisol","atwater","sandy loam",-119.603949,36.7243901,"2011","6",1,7,7,0.067,0.467,0.47,8.22,14.10818713,26.97733918,546.7141813,232.1491228,1.636875,0.095142544,5.497076023,0.22377193,0.275720029,1.518676901,60.46418129,28.06652047,4.705428321,0.626234478,"3","97"
55,2017,"CF","N1","1","CF_N1_1","2017_CF_N1_1","N","10.092","10.425","CF","10/15/17","MB/CD","8:45A","11A","64","83.5","EGGPLANT","71","11","28","2","1","264","0.5","0","0.5","0","0.494","0.474","10.463","10.464","","",1.435,"CF","CF","Polyculture","Eggplant","alifisol","atwater","sandy loam",-119.603949,36.7243901,"2011","6",1,7,7,0.067,0.467,0.47,7.65,18.21216617,56.8694362,463.731454,195.0667656,5.615727003,0.076335312,6.554154303,4.34347181,0.235793769,1.906350148,75.07418398,22.61869436,4.063011313,0.725192109,"8","92"
56,2017,"CF","N1","2","CF_N1_2","2017_CF_N1_2","N","10.313","10.595","CF","10/15/17","MB/CD","8:45A","11A","64","83.5","BITTERMELON","161","8","120","2","4","615","0.5","0","0.5","0","0.498","0.483","10.339","10.267","","",1.435,"CF","CF","Polyculture","Eggplant","alifisol","atwater","sandy loam",-119.603949,36.7243901,"2011","6",1,7,7,0.067,0.467,0.47,8.07,12.03148426,30.83208396,569.0292354,177.2676162,1.192170165,0.075562219,5.708395802,0.370922039,0.245663418,2.18077961,37.71364318,16.08695652,4.377013859,0.581578616,"27","73"
57,2017,"CF","N1","3","CF_N1_3","2017_CF_N1_3","N","10.002","10.486","CF","10/15/17","MB/CD","8:45A","11A","64","83.5","LOOFA","149","3","130","1","3","194","0.5","0","0.5","0","0.495","0.496","10.346","10.341","","",1.435,"CF","CF","Polyculture","Eggplant","alifisol","atwater","sandy loam",-119.603949,36.7243901,"2011","6",1,7,7,0.067,0.467,0.47,7.95,16.13233288,40.24897681,497.1998636,190.8799454,1.539536153,0.082789905,5.422919509,0.119215553,0.33925648,1.644290587,26.39154161,8.110504775,4.153527594,0.710869279,"45","50"
58,2017,"CF","N2","1","CF_N2_1","2017_CF_N2_1","N","10.21","10.363","CF","10/15/17","MB/CD","8:45A","11A","64","83.5","BITTERMELON","161","3","34","3","3","735","0.5","0","0","0","0.496","0.485","10.327","10.49","","",1.435,"CF","CF","Polyculture","Eggplant","alifisol","atwater","sandy loam",-119.603949,36.7243901,"2011","6",1,7,7,0.067,0.467,0.47,8,9.59631728,30.01062323,437.2733711,176.8094901,4.34490085,0.062117564,4.847733711,1.083293201,0.222708924,1.854387394,27.7868272,8.109065156,3.712378483,0.635224761,"23","77"
59,2017,"CF","N2","2","CF_N2_2","2017_CF_N2_2","N","10.271","10.503","CF","10/15/17","MB/CD","8:45A","11A","64","83.5","LOOFA","149","11","174","4","0","189","0.5","0","0","0","0.493","0.502","10.106","10.491","","",1.435,"CF","CF","Polyculture","Eggplant","alifisol","atwater","sandy loam",-119.603949,36.7243901,"2011","6",1,7,7,0.067,0.467,0.47,8,14.38210227,30.71732955,596.5411932,199.8153409,1.470351563,0.108725142,5.454545455,0.202723722,0.337357955,1.918824574,30.05681818,9.982244318,4.699097574,0.793163528,"21","79"
60,2017,"CF","N2","3","CF_N2_3","2017_CF_N2_3","N","10.462","10.293","CF","10/15/17","MB/CD","8:45A","11A","64","83.5","BITTERMELON","4","0","14","3","0","200","0.5","0","0","0","0.491","0.49","10.21","10.145","","",1.435,"CF","CF","Polyculture","Eggplant","alifisol","atwater","sandy loam",-119.603949,36.7243901,"2011","6",1,7,7,0.067,0.467,0.47,7.99,14.38679245,29.66307278,465.7580863,183.3187332,1.415764825,0.057564016,5.235849057,0.132735849,0.301549865,1.891115229,34.04649596,10.95013477,3.907267634,0.725308642,"3","11"
61,2017,"AS","F1","1","AS_F1_1","2017_AS_F1_1","F","10.281","10.028","AS","10/6/17","LH/MB/AG/CD","8:28A","10:12A","61.4","81.4","EGGPLANT","87","16","25","13","3","114","0","0","0","0","0.497","0.496","9.97","10.136","","",1.39,"AS","AS","Monoculture","Eggplant","entisol","calhi","loamy sand",-119.73702,36.5929961,"","",15,0,0,1,0,0,8.13,45.45486601,23.57545839,813.6953456,91.32228491,1.757873766,0.201304654,4.672073343,0.108459097,0.282302539,1.556382228,40.52186178,10.25035261,4.877315337,0.775303672,"39","61"
62,2017,"AS","F1","2","AS_F1_2","2017_AS_F1_2","F","9.817","10.293","AS","10/6/17","LH/MB/AG/CD","8:28A","10:12A","61.4","81.4","EGGPLANT","85","18","21","6","4","142","0","0","0","0","0.497","","10.303","","","",1.39,"AS","AS","Monoculture","Eggplant","entisol","calhi","loamy sand",-119.73702,36.5929961,"","",15,0,0,1,0,0,8.24,55.10915493,25.16901408,772.6584507,88.41197183,1.996802817,0.195073944,3.957746479,0.13315493,0.284242958,1.51056338,41.19014085,11.11619718,4.652351427,0.735727321,"12","88"
63,2017,"AS","F1","3","AS_F1_3","2017_AS_F1_3","F","10.489","10.482","AS","10/6/17","LH/MB/AG/CD","8:28A","10:12A","61.4","81.4","EGGPLANT","81","29","20","16","5","122","0","0","0","0","10.218","0.499","","9.934","","",1.39,"AS","AS","Monoculture","Eggplant","entisol","calhi","loamy sand",-119.73702,36.5929961,"","",15,0,0,1,0,0,8.11,61.60384068,34.54836415,774.3029872,83.34637269,2.931802987,0.241774538,21.00995733,0.141778094,0.487492888,2.341340683,33.62375533,7.201280228,4.643040913,0.808046562,"14","86"
64,2017,"AS","F2","1","AS_F2_1","2017_AS_F2_1","F","","10.128","AS","10/6/17","LH/MB/AG/CD","8:28A","10:12A","61.4","81.4","EGGPLANT","84","19","31","15","7","167","0","0","0","0","0.487","0.491","10.136","10.202","","",1.39,"AS","AS","Monoculture","Eggplant","entisol","calhi","loamy sand",-119.73702,36.5929961,"","",15,0,0,1,0,0,7.96,60.86445367,22.43430152,775.4322268,79.41217151,2.643862379,0.162375519,4.84439834,0.160304288,0.343565007,1.701860304,45.31466113,9.754495159,4.585457303,0.769626917,"3","97"
65,2017,"AS","F2","2","AS_F2_2","2017_AS_F2_2","F","10.23","10.018","AS","10/6/17","LH/MB/AG/CD","8:28A","10:12A","61.4","81.4","EGGPLANT","87","23","22","18","6","146","0.5","0","0.5","0","0.49","0.496","10.05","9.95","","",1.39,"AS","AS","Monoculture","Eggplant","entisol","calhi","loamy sand",-119.73702,36.5929961,"","",15,0,0,1,0,0,8.03,54.64838256,26.40998594,717.8481013,76.15682138,2.121937412,0.185453586,9.26511955,0.142211674,0.399996484,1.738048523,30.98452883,9.099859353,4.281021468,0.693255734,"14","86"
66,2017,"AS","F2","3","AS_F2_3","2017_AS_F2_3","F","10.432","10.241","AS","10/6/17","LH/MB/AG/CD","8:28A","10:12A","61.4","81.4","EGGPLANT","88","24","27","12","7","151","0.5","0","0.5","0","0.496","0.494","9.923","10.02","","",1.39,"AS","AS","Monoculture","Eggplant","entisol","calhi","loamy sand",-119.73702,36.5929961,"","",15,0,0,1,0,0,7.81,43.74824684,25.13674614,674.0603086,75.85203366,2.048758766,0.157408836,4.726507714,0.106002805,0.306107994,1.493948107,32.20897616,8.176718093,4.056327877,0.720323514,"7","84"
67,2017,"AS","N1","1","AS_N1_1","2017_AS_N1_1","N","10.19","10.177","AS","10/6/17","LH/MB/AG/CD","8:28A","10:12A","61.4","81.4","EGGPLANT","89","16","24","15","9","119","0.5","","0.5","","0.491","0.495","10.136","9.854","","",1.315,"AS","AS","Monoculture","Eggplant","entisol","calhi","loamy sand",-119.73702,36.5929961,"","",15,0,0,1,0,0,7.92,65.22695531,26.28840782,806.1557263,83.29259777,1.447590782,0.146798184,4.863826816,0.108023743,0.324472765,1.714322626,33.78840782,8.641759777,4.780738622,0.710092652,"4","96"
68,2017,"AS","N1","2","AS_N1_2","2017_AS_N1_2","N","10.172","9.997","AS","10/6/17","LH/MB/AG/CD","8:28A","10:12A","61.4","81.4","EGGPLANT","84","17","32","17","7","152","0.5","","0.5","","","0.493","","10.104","","",1.315,"AS","AS","Monoculture","Eggplant","entisol","calhi","loamy sand",-119.73702,36.5929961,"","",15,0,0,1,0,0,7.85,48.78851541,22.06932773,692.9621849,74.56232493,1.960322129,0.118532913,4.604341737,0.091127451,0.260101541,1.53192577,33.45238095,7.664565826,4.132420816,0.721781134,"18","82"
69,2017,"AS","N1","3","AS_N1_3","2017_AS_N1_3","N","10.286","10.235","AS","10/6/17","LH/MB/AG/CD","8:28A","10:12A","61.4","81.4","EGGPLANT","86","21","25","12","4","164","0.5","","0.5","","0.496","","10.144","","","",1.315,"AS","AS","Monoculture","Eggplant","entisol","calhi","loamy sand",-119.73702,36.5929961,"","",15,0,0,1,0,0,8.06,49.95660881,25.22363151,656.5821095,71.07810414,2.398958611,0.128588117,15.91455274,0.139492657,0.548668224,3.424566088,30.92456609,5.710947931,3.930028525,0.621853313,"3","97"
70,2017,"AS","N2","1","AS_N2_1","2017_AS_N2_1","N","10.191","10.021","AS","10/6/17","LH/MB/AG/CD","8:28A","10:12A","61.4","81.4","EGGPLANT","87","13","19","19","5","171","0.5","","0.5","","0.5","","10.066","","","",1.315,"AS","AS","Monoculture","Eggplant","entisol","calhi","loamy sand",-119.73702,36.5929961,"","",15,0,0,1,0,0,7.92,54.41256831,22.31898907,771.1168033,80.96994536,2.179501366,0.156625683,4.883879781,0.112728825,0.298828552,1.56011612,35.53961749,8.589480874,4.576353907,0.833006114,"9","91"
71,2017,"AS","N2","2","AS_N2_2","2017_AS_N2_2","N","10.117","10.027","AS","10/6/17","LH/MB/AG/CD","8:28A","10:12A","61.4","81.4","EGGPLANT","83","15","27","14","7","138","2","","0.5","","","0.49","","10.061","","",1.315,"AS","AS","Monoculture","Eggplant","entisol","calhi","loamy sand",-119.73702,36.5929961,"","",15,0,0,1,0,0,8.03,51.75510204,25.21428571,642.0578231,70.87414966,2.181673469,0.116122449,20.63945578,0.114795918,0.794289116,2.541717687,36.86734694,6.605442177,3.855711433,0.759514685,"4","96"
72,2017,"AS","N2","3","AS_N2_3","2017_AS_N2_3","N","10.082","9.916","AS","10/6/17","LH/MB/AG/CD","8:28A","10:12A","61.4","81.4","EGGPLANT","83","6","33","9","5","136","0.5","","0.5","","0.48","0.493","10.1","10.332","","",1.315,"AS","AS","Monoculture","Eggplant","entisol","calhi","loamy sand",-119.73702,36.5929961,"","",15,0,0,1,0,0,8.29,62.21994536,30.15368852,763.6851093,86.40368852,2.234678962,0.250324454,17.4897541,0.151150956,0.439303279,2.100519126,42.55464481,9.170081967,4.60377191,0.775084356,"2","98"
73,2017,"VI","F1","1","VI_F1_1","2017_VI_F1_1","F","10.433","10.52","VI","10/1/17","LH/AG/RH/HN","10:30A","11:58A","78.6","80.2","EGGPLANT","83","3","43","4","2","243","0","0","0","0","0.489","0.492","10.398","10.076","9.784","9.535",1.48,"VI","VI","Monoculture","Eggplant","entisol","hanford","sandy loam",-119.635205,36.6952481,"","",15,0,0,1,0,0,8.44,50.68452381,48.89219577,920.7142857,222.8637566,2.077046958,0.240353836,6.09457672,0.226835317,0.597549603,2.844613095,54.82473545,15.13558201,6.555367511,0.671815858,"38","62"
74,2017,"VI","F1","2","VI_F1_2","2017_VI_F1_2","F","9.978","10.079","VI","10/1/17","LH/AG/RH/HN","10:30A","11:58A","78.6","80.2","EGGPLANT","82","2","22","4","5","154","0","0","0.5","0","0.495","0.494","10.046","10.04","9.516","9.533",1.48,"VI","VI","Monoculture","Eggplant","entisol","hanford","sandy loam",-119.635205,36.6952481,"","",15,0,0,1,0,0,8.19,45.7057257,63.3355526,835.8022636,174.6904128,2.037393475,0.293578562,6.827563249,0.241215047,0.5488249,3.049377497,33.62516644,10.49267643,5.772883458,0.751682086,"32","68"
75,2017,"VI","F1","3","VI_F1_3","2017_VI_F1_3","F","9.958","9.965","VI","10/1/17","LH/AG/RH/HN","10:30A","11:58A","78.6","80.2","EGGPLANT","85","8","28","4","4","207","2","0","0.5","0","0.494","0.481","10.02","9.988","9.417","9.509",1.48,"VI","VI","Monoculture","Eggplant","entisol","hanford","sandy loam",-119.635205,36.6952481,"","",15,0,0,1,0,0,7.85,56.84840426,73.93949468,616.4095745,154.9069149,1.587546543,0.139009309,5.910904255,0.167928856,0.473098404,3.999335106,28.57047872,10.77460106,4.54088025,0.591518453,"33","39"
76,2017,"VI","F2","1","VI_F2_1","2017_VI_F2_1","F","10.224","10.073","VI","10/1/17","LH/AG/RH/HN","10:30A","11:58A","78.6","80.2","EGGPLANT","89","11","26","7","3","270","0","0","0.5","0","0.492","0.491","10.099","9.983","9.534","9.441",1.48,"VI","VI","Monoculture","Eggplant","entisol","hanford","sandy loam",-119.635205,36.6952481,"","",15,0,0,1,0,0,8.46,30.58219178,83.84931507,970.609589,229.3150685,2.14519863,0.393438356,7.058219178,0.203934932,0.682722603,3.060517123,135.6027397,65.93835616,6.94712803,0.688389169,"21","79"
77,2017,"VI","F2","2","VI_F2_2","2017_VI_F2_2","F","10.101","10.058","VI","10/1/17","LH/AG/RH/HN","10:30A","11:58A","78.6","80.2","EGGPLANT","85","2","27","2","4","272","0.5","0","0.5","0","0.488","0.496","10.097","9.998","9.597","9.898",1.48,"VI","VI","Monoculture","Eggplant","entisol","hanford","sandy loam",-119.635205,36.6952481,"","",15,0,0,1,0,0,8.18,41.50466045,48.41211718,777.0739015,176.2183755,2.520143142,0.188335553,7.443408788,0.13614514,0.691284953,2.526817577,53.75166445,13.48202397,5.453598578,0.769451937,"61","39"
78,2017,"VI","F2","3","VI_F2_3","2017_VI_F2_3","F","10.361","9.473","VI","10/1/17","LH/AG/RH/HN","10:30A","11:58A","78.6","80.2","EGGPLANT","85","2","16","2","0","237","0","0","0.5","0","0.485","0.495","9.991","10.025","9.04","9.552",1.48,"VI","VI","Monoculture","Eggplant","entisol","hanford","sandy loam",-119.635205,36.6952481,"","",15,0,0,1,0,0,8.19,34.6740638,46.28640777,698.3183079,169.9410541,2.044559639,0.150131761,5.176837725,0.122531207,0.587583218,3.108522885,39.49722607,11.4112344,5.002930559,0.577450356,"54","46"
79,2017,"VI","N1","1","VI_N1_1","2017_VI_N1_1","N","9.917","10.025","VI","10/1/17","LH/AG/RH/HN","10:30A","11:58A","78.6","80.2","EGGPLANT","92","2","21","7","3","174","0","0","0.5","0","0.499","0.486","10.172","10.077","9.596","9.531",1.475,"VI","VI","Monoculture","Eggplant","entisol","hanford","sandy loam",-119.635205,36.6952481,"","",15,0,0,1,0,0,8.38,45.57537012,43.69111709,914.2833109,214.269852,3.879542396,0.30224428,7.66487214,0.238314266,0.78204576,3.000333109,54.11843876,16.34253028,6.439468804,0.802868177,"43","57"
80,2017,"VI","N1","2","VI_N1_2","2017_VI_N1_2","N","10.097","10.058","VI","10/1/17","LH/AG/RH/HN","10:30A","11:58A","78.6","80.2","EGGPLANT","94","5","39","6","3","242","0.5","0","0","0","0.481","0.49","10.05","10.152","9.387","9.559",1.475,"VI","VI","Monoculture","Eggplant","entisol","hanford","sandy loam",-119.635205,36.6952481,"","",15,0,0,1,0,0,8.64,108.6617843,86.20505992,3853.395473,416.2183755,16.49800266,1.304936751,14.41411451,0.219960053,0.966601198,8.292276964,78.36218375,33.94141145,22.89907669,0.684243897,"28","72"
81,2017,"VI","N1","3","VI_N1_3","2017_VI_N1_3","N","10.056","9.945","VI","10/1/17","LH/AG/RH/HN","10:30A","11:58A","78.6","80.2","EGGPLANT","94","18","18","2","4","203","0","0","2","0","0.493","0.496","10.018","10.16","9.363","9.572",1.475,"VI","VI","Monoculture","Eggplant","entisol","hanford","sandy loam",-119.635205,36.6952481,"","",15,0,0,1,0,0,8.61,56.63487738,128.2799728,1338.405995,206.7813351,2.754976158,0.86221049,5.786784741,0.249700272,0.696270436,4.550408719,102.7554496,31.26702997,8.715040721,0.771976667,"37","63"
82,2017,"VI","N2","1","VI_N2_1","2017_VI_N2_1","N","10.272","9.93","VI","10/1/17","LH/AG/RH/HN","10:30A","11:58A","78.6","80.2","EGGPLANT","87","9","21","11","4","246","0","0","0","0","0.496","0.495","9.956","9.999","9.542","9.392",1.475,"VI","VI","Monoculture","Eggplant","entisol","hanford","sandy loam",-119.635205,36.6952481,"","",15,0,0,1,0,0,8.46,66.5410498,62.06931359,1189.03432,228.102288,2.725898385,0.393781965,6.456931359,0.238549798,0.65134253,3.940107672,91.85060565,31.02624495,7.973607535,0.857178351,"37","63"
83,2017,"VI","N2","2","VI_N2_2","2017_VI_N2_2","N","","10.031","VI","10/1/17","LH/AG/RH/HN","10:30A","11:58A","78.6","80.2","EGGPLANT","95","15","29","1","5","225","","","0","0","0.49","0.487","10.182","9.92","9.222","9.307",1.475,"VI","VI","Monoculture","Eggplant","entisol","hanford","sandy loam",-119.635205,36.6952481,"","",15,0,0,1,0,0,8.15,73.40517241,73.93899204,1918.305703,252.3806366,6.057692308,0.656312997,8.574270557,0.21770557,0.840394562,5.699602122,43.6704244,20.41777188,11.84932454,0.89043641,"29","71"
84,2017,"VI","N2","3","VI_N2_3","2017_VI_N2_3","N","10.196","10.054","VI","10/1/17","LH/AG/RH/HN","10:30A","11:58A","78.6","80.2","EGGPLANT","95","3","11","4","4","194","0.5","0","0.5","0","0.493","0.487","10.067","10.111","9.537","9.521",1.475,"VI","VI","Monoculture","Eggplant","entisol","hanford","sandy loam",-119.635205,36.6952481,"","",15,0,0,1,0,0,8.21,66.11036339,95.17496635,1297.187079,212.8499327,1.992294751,0.38128533,6.490578735,0.220736878,0.624010767,3.647375505,34.65343203,13.82570659,8.474021213,0.704402516,"40","60"
85,2017,"IS","F1","1","IS_F1_1","2017_IS_F1_1","F","10.367","10.039","IS","10/7/17","LH/MB/AG/CD","8:05A","9:15A","57.8","","EGGPLANT","79","5","6","6","3","237","2","","0.5","","0.492","0.497","9.841","10.134","","",1.34,"IS","IS","Monoculture","Eggplant","entisol","tujunga","loamy sand",-119.538203,36.6574671,"","",2,0,0,0.133,0,0.87,5.03,2.810344828,37.40344828,335.0586207,32.42068966,7.227586207,0.000755172,12.24827586,0.170217241,0.431675862,10.81034483,15.07586207,3.070768966,5.438577454,0.753588173,"64","36"
86,2017,"IS","F1","2","IS_F1_2","2017_IS_F1_2","F","9.962","10.088","IS","10/7/17","LH/MB/AG/CD","8:05A","9:15A","57.8","","EGGPLANT","66","4","4","9","6","321","2","","0.5","","0.487","0.49","9.772","10.028","","",1.34,"IS","IS","Monoculture","Eggplant","entisol","tujunga","loamy sand",-119.538203,36.6574671,"","",2,0,0,0.133,0,0.87,5.14,2.250351617,32.76019691,364.7433193,34.51476793,6.891701828,0.000770042,13.11181435,0.17468706,0.505682138,11.21659634,18.97679325,3.632208158,5.4639102,0.833440735,"32","68"
87,2017,"IS","F1","3","IS_F1_3","2017_IS_F1_3","F","10.148","10.154","IS","10/7/17","LH/MB/AG/CD","8:05A","9:15A","57.8","","EGGPLANT","80","5","5","7","0","135","2","","0.5","","0.49","0.494","9.64","9.997","","",1.34,"IS","IS","Monoculture","Eggplant","entisol","tujunga","loamy sand",-119.538203,36.6574671,"","",2,0,0,0.133,0,0.87,5.19,1.283309958,29.78962132,400.1928471,30.08765778,7.836605891,0.000767882,13.75525947,0.190620617,0.669453015,11.80925666,20.08765778,3.877980365,5.982412671,0.983995258,"30","70"
88,2017,"IS","F2","1","IS_F2_1","2017_IS_F2_1","F","9.755","10.421","IS","10/7/17","LH/MB/AG/CD","8:05A","9:15A","57.8","","EGGPLANT","87","3","8","11","3","206","0.5","","0.5","","0.489","0.489","9.906","10.016","","",1.34,"IS","IS","Monoculture","Eggplant","entisol","tujunga","loamy sand",-119.538203,36.6574671,"","",2,0,0,0.133,0,0.87,4.82,2.927083333,49.16319444,326.3506944,35.125,9.302083333,0.000760417,20.15972222,0.128520833,0.584913194,15.96527778,13.07638889,4.138888889,7.116220378,1.058850391,"24","54"
89,2017,"IS","F2","2","IS_F2_2","2017_IS_F2_2","F","9.849","10.155","IS","10/7/17","LH/MB/AG/CD","8:05A","9:15A","57.8","","EGGPLANT","71","11","12","13","0","245","0.5","","0.5","","0.489","0.499","9.792","9.496","","",1.34,"IS","IS","Monoculture","Eggplant","entisol","tujunga","loamy sand",-119.538203,36.6574671,"","",2,0,0,0.133,0,0.87,5.03,2.568870523,39.09779614,327.0867769,37.09710744,7.627410468,0.000754132,14.31473829,0.143195592,0.788099174,15.02066116,13.83264463,3.502066116,6.340042899,0.976256306,"14","86"
90,2017,"IS","F2","3","IS_F2_3","2017_IS_F2_3","F","9.927","9.974","IS","10/7/17","LH/MB/AG/CD","8:05A","9:15A","57.8","","EGGPLANT","56","8","10","10","1","195","0.5","","0.5","","0.499","0.494","9.97","9.44","","",1.34,"IS","IS","Monoculture","Eggplant","entisol","tujunga","loamy sand",-119.538203,36.6574671,"","",2,0,0,0.133,0,0.87,4.78,1.983848315,38.05126404,303.184691,39.23455056,6.896067416,0.000768961,16.50632022,0.139094101,0.673567416,16.23595506,14.30126404,3.306885534,7.005655943,1.063016544,"19","81"
91,2017,"IS","N1","1","IS_N1_1","2017_IS_N1_1","N","10.162","10.009","IS","10/7/17","LH/MB/AG/CD","8:05A","9:15A","57.8","","EGGPLANT","65","16","12","6","3","279","0.5","","2","","0.493","0.492","10.134","10.124","","",1.385,"IS","IS","Monoculture","Eggplant","entisol","tujunga","loamy sand",-119.538203,36.6574671,"","",2,0,0,0.133,0,0.87,4.83,2.29254571,34.05766526,267.2433193,35.19338959,4.866385373,0.000770042,14.4092827,0.138206751,0.522081575,19.18424754,15.73839662,2.697246835,6.654231006,0.761573348,"10","97"
92,2017,"IS","N1","2","IS_N1_2","2017_IS_N1_2","N","10.13","10.085","IS","10/7/17","LH/MB/AG/CD","8:05A","9:15A","57.8","","EGGPLANT","55","3","10","7","2","219","0.5","","0.5","","0.487","0.497","10.286","10.12","","",1.385,"IS","IS","Monoculture","Eggplant","entisol","tujunga","loamy sand",-119.538203,36.6574671,"","",2,0,0,0.133,0,0.87,4.8,3.441295547,83.44129555,271.6396761,34.63225371,6.906207827,0.000738866,14.06207827,0.153235493,0.40138664,11.62618084,13.75506073,3.18772942,6.284394161,0.765612419,"",""
93,2017,"IS","N1","3","IS_N1_3","2017_IS_N1_3","N","9.652","10.128","IS","10/7/17","LH/MB/AG/CD","8:05A","9:15A","57.8","","EGGPLANT","78","12","7","6","1","350","0.5","","0.5","","0.496","0.493","10.267","10.128","","",1.385,"IS","IS","Monoculture","Eggplant","entisol","tujunga","loamy sand",-119.538203,36.6574671,"","",2,0,0,0.133,0,0.87,4.92,1.297335203,34.44950912,315.6591865,32.91374474,5.448807854,0.000767882,15.59607293,0.200852034,0.591013324,20.91865358,16.59186536,3.198720196,6.621866887,0.881906155,"8","97"
