"OTU","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"OTU179","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU180","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU181","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Bolbitiaceae","Bolbitius","Bolbitius coprophilus"
"OTU182","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae",NA,NA
"OTU183","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetaceae","Spizellomyces","Spizellomyces dolichospermus"
"OTU184","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium citrinum"
"OTU185","Fungi","Chytridiomycota",NA,NA,NA,NA,NA
"OTU186","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces",NA
"OTU187","Viridiplantae","Anthophyta","Eudicotyledonae","Brassicales","Brassicaceae",NA,NA
"OTU188","",NA,NA,NA,NA,NA,NA
"OTU189","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU190","Fungi","Ascomycota","Pezizomycetes","Pezizales",NA,NA,NA
"OTU192","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU193","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Paurocotylis",NA
"OTU194","Viridiplantae","Anthophyta","Eudicotyledonae","Solanales","Solanaceae","Solanum","Solanum annuum"
"OTU195","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU196","Fungi","Ascomycota","Leotiomycetes","Helotiales","Chaetomellaceae","Chaetomella","Chaetomella raphigera"
"OTU197","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Podospora",NA
"OTU198","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Polyschema","Polyschema sclerotigenum",NA
"OTU200","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium raperi"
"OTU201","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusicolla","Fusicolla merismoides"
"OTU202","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"OTU203","Viridiplantae","Anthophyta","Eudicotyledonae","Fabales","Fabaceae","Lablab",NA
"OTU204","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU205","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA
"OTU206","Fungi","Ascomycota","Sordariomycetes","Sordariales",NA,NA,NA
"OTU207","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Arnium",NA
"OTU208","Fungi","Ascomycota",NA,NA,NA,NA,NA
"OTU209","Fungi","Ascomycota","Sordariomycetes","Sordariales","Ramophialophora","Ramophialophora humicola",NA
"OTU210","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Humicola","Humicola phialophoroides"
"OTU211","Fungi","Ascomycota","Dothideomycetes","Tubeufiales","Tubeufiaceae","Helicoma",NA
"OTU212","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Typhulaceae","Typhula",NA
"OTU213","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella",NA
"OTU214","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Chaetomium",NA
"OTU215","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA
"OTU216","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU217","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae",NA,NA
"OTU218","Viridiplantae","Anthophyta","Eudicotyledonae","Cucurbitales","Cucurbitaceae","Cucumis","Cucumis leiospermus"
"OTU219","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Entoloma","Entoloma graphitipes f graphitipes"
"OTU220","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Mucoraceae","Mucor","Mucor racemosus"
"OTU221","Viridiplantae","Anthophyta","Eudicotyledonae","Fabales","Fabaceae","Psophocarpus",NA
"OTU222","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae","Acaulospora","Acaulospora mellea"
"OTU223","Fungi","Ascomycota","Sordariomycetes","Xylariales","Sporocadaceae","Adisciso","Adisciso tricellulare"
"OTU224","Fungi","Glomeromycota","Paraglomeromycetes",NA,NA,NA,NA
"OTU225","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU226","Viridiplantae","Anthophyta","Eudicotyledonae","Solanales","Solanaceae","Solanum",NA
"OTU227","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",NA
"OTU228","Fungi","Ascomycota","Sordariomycetes","Sordariales",NA,NA,NA
"OTU229","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Tremellaceae","Cryptococcus","Cryptococcus foliicola"
"OTU230","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella exigua"
"OTU231","Metazoa","Arthropoda","Insecta","Diptera",NA,NA,NA
"OTU232","Fungi","Ascomycota","Sordariomycetes","Microascales","Halosphaeriaceae",NA,NA
"OTU233","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Clitopilus",NA
"OTU234","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Periconiaceae","Periconia","Periconia macrospinosa"
"OTU235","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Microascus","Microascus croci"
"OTU236","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae",NA,NA
"OTU237","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Sarocladium","Sarocladium subulatum",NA
"OTU238","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales",NA,NA,NA
"OTU239","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"OTU240","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Acremonium","Acremonium hyalinulum",NA
"OTU241","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus sydowii"
"OTU242","Fungi","Glomeromycota","Paraglomeromycetes",NA,NA,NA,NA
"OTU243","Fungi","Ascomycota","Sordariomycetes","Sordariales",NA,NA,NA
"OTU244","Fungi","Ascomycota","Orbiliomycetes","Orbiliales",NA,NA,NA
"OTU245","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Trichomeriaceae","Arthrocladium",NA
"OTU246","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae",NA,NA
"OTU247","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Neonectria",NA
"OTU248","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Acrostalagmus","Acrostalagmus luteoalbus"
"OTU249","Fungi","Ascomycota","Sordariomycetes","Coniochaetales",NA,NA,NA
"OTU250","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Chaetomium",NA
"OTU251","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Naganishia","Naganishia cerealis"
"OTU252","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU253","Fungi","Ascomycota","Sordariomycetes","Myrmecridiales","Myrmecridiaceae","Myrmecridium","Myrmecridium schulzeri"
"OTU254","Fungi","Olpidiomycota","Olpidiomycetes","Olpidiales","Olpidiaceae","Olpidium","Olpidium brassicae"
"OTU255","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU257","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales",NA,NA,NA
"OTU258","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Scedosporium","Scedosporium prolificans"
"OTU259","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Preussia","Preussia globosa"
"OTU260","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","Peziza",NA
"OTU261","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae",NA,NA
"OTU262","Fungi","Ascomycota","Sordariomycetes","Lulworthiales",NA,NA,NA
"OTU263","",NA,NA,NA,NA,NA,NA
"OTU264","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Pithoascus","Pithoascus nidicola"
"OTU266","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA
"OTU267","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Pithoascus","Pithoascus ater"
"OTU268","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus",NA
"OTU269","Fungi","Ascomycota","Sordariomycetes","Sordariales",NA,NA,NA
"OTU270","Fungi","Ascomycota","Sordariomycetes","Sordariales",NA,NA,NA
"OTU271","Fungi","Ascomycota","Laboulbeniomycetes","Pyxidiophorales",NA,NA,NA
"OTU272","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella",NA
"OTU273","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Botryotrichum","Botryotrichum peruvianum"
"OTU274","Fungi","Ascomycota","Dothideomycetes",NA,NA,NA,NA
"OTU275","Fungi","Ascomycota","Dothideomycetes","Eremomycetaceae","Arthrographis","Arthrographis kalrae",NA
"OTU276","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium jensenii"
"OTU277","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Naganishia","Naganishia diffluens"
"OTU278","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA
"OTU279","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Waitea","Waitea circinata"
"OTU280","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","Trichoderma atrogelatinosum"
"OTU281","Fungi","Ascomycota","Orbiliomycetes","Orbiliales",NA,NA,NA
"OTU282","Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales",NA,NA,NA
"OTU283","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","Hyalorbilia",NA
"OTU284","Fungi","Glomeromycota","Paraglomeromycetes",NA,NA,NA,NA
"OTU285","Fungi",NA,NA,NA,NA,NA,NA
"OTU286","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Chaetothyriaceae",NA,NA
"OTU287","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU288","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella wolfii"
"OTU289","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU290","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU291","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetaceae","Gaertneriomyces","Gaertneriomyces semiglobifer"
"OTU292","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae",NA,NA
"OTU293","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU294","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","Glomus cubense"
"OTU295","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Polyschema","Polyschema sclerotigenum",NA
"OTU296","Fungi","Chytridiomycota",NA,NA,NA,NA,NA
"OTU297","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU298","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU299","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae","Acaulospora","Acaulospora mellea"
"OTU300","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Tremellaceae","Cryptococcus",NA
"OTU301","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU302","Fungi","Ascomycota","Sordariomycetes","Sordariales",NA,NA,NA
"OTU303","Fungi","Chytridiomycota",NA,NA,NA,NA,NA
"OTU304","Fungi","Chytridiomycota",NA,NA,NA,NA,NA
"OTU305","Viridiplantae","Anthophyta","Eudicotyledonae","Cucurbitales","Cucurbitaceae","Cucumis","Cucumis sativus"
"OTU306","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Microascus",NA
"OTU307","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella",NA
"OTU308","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Coprinopsis","Coprinopsis urticicola"
"OTU309","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU310","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Bolbitiaceae","Conocybe",NA
"OTU311","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU312","Fungi","Ascomycota","Leotiomycetes","Thelebolales","Pseudeurotiaceae","Hyphozyma","Hyphozyma variabilis"
"OTU313","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
"OTU314","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetaceae","Spizellomyces",NA
"OTU315","Fungi","Ascomycota","Dothideomycetes","Tubeufiales","Tubeufiaceae",NA,NA
"OTU316","Fungi","Chytridiomycota",NA,NA,NA,NA,NA
"OTU317","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Dipodascaceae",NA,NA
"OTU318","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU319","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","Arthrobotrys","Arthrobotrys conoides"
"OTU320","Fungi","Ascomycota","Dothideomycetes","Acrospermales","Leptodiscella",NA,NA
"OTU321","Fungi","Ascomycota","Dothideomycetes","Dothideales","Dothioraceae","Hormonema","Hormonema viticola"
"OTU322","Protista",NA,NA,NA,NA,NA,NA
"OTU323","Fungi","Ascomycota","Sordariomycetes","Sordariales","Cordana","Cordana bisbyi",NA
"OTU324","Fungi","Ascomycota",NA,NA,NA,NA,NA
"OTU325","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Waitea",NA
"OTU326","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU327","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Sagenomella","Sagenomella oligospora"
"OTU328","Fungi","Ascomycota","Sordariomycetes","Sordariales","Cephalothecaceae","Phialemonium","Phialemonium atrogriseum"
"OTU329","Fungi","Blastocladiomycota","Blastocladiomycetes","Blastocladiales",NA,NA,NA
"OTU330","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU331","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae",NA,NA
"OTU332","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Zopfiaceae","Caryospora","Caryospora aquatica"
"OTU333","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU334","Fungi","Ascomycota",NA,NA,NA,NA,NA
"OTU335","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA
"OTU336","Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae",NA,NA
"OTU337","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Chaetopreussia","Chaetopreussia chadefaudii"
"OTU338","Fungi","Ascomycota",NA,NA,NA,NA,NA
"OTU339","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU340","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Claroideoglomeraceae","Claroideoglomus","Claroideoglomus etunicatum"
"OTU341","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Scutellinia",NA
"OTU342","Fungi","Ascomycota","Sordariomycetes","Sordariales",NA,NA,NA
"OTU343","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae",NA,NA
"OTU344","Fungi","Ascomycota","Orbiliomycetes",NA,NA,NA,NA
"OTU345","Fungi",NA,NA,NA,NA,NA,NA
"OTU346","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae",NA,NA
"OTU347","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales",NA,NA,NA
"OTU348","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Kernia","Kernia pachypleura"
"OTU349","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetaceae","Spizellomyces",NA
"OTU350","Fungi","Ascomycota","Sordariomycetes","Xylariales",NA,NA,NA
"OTU351","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU352","Fungi",NA,NA,NA,NA,NA,NA
"OTU353","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Arachnomycetaceae","Arachnomyces","Arachnomyces gracilis"
"OTU354","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Thermomyces","Thermomyces lanuginosus"
"OTU355","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Microascus","Microascus paisii"
"OTU356","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales",NA,NA,NA
"OTU357","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"OTU358","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales",NA,NA,NA
"OTU359","Viridiplantae","Anthophyta","Eudicotyledonae","Malvales","Malvaceae","Abelmoschus","Abelmoschus esculentus"
"OTU360","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","Exophiala equina"
"OTU361","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","Talaromyces atroroseus"
"OTU362","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Entoloma",NA
"OTU363","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Leptosphaeriaceae","Plenodomus","Plenodomus influorescens"
"OTU364","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae","Clonostachys","Clonostachys rosea"
"OTU365","Viridiplantae","Anthophyta","Eudicotyledonae","Solanales","Solanaceae","Solanum","Solanum melongena"
"OTU366","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"OTU367","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA
"OTU368","Viridiplantae","Chlorophyta","Desmococcus","Desmococcus olivaceus",NA,NA,NA
"OTU369","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae",NA,NA
"OTU370","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA
"OTU371","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella",NA
"OTU372","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU373","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Bolbitiaceae","Panaeolus","Panaeolus papilionaceus"
"OTU374","Fungi","Ascomycota","Eurotiomycetes","Onygenales",NA,NA,NA
"OTU375","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Otidea","Otidea alutacea"
"OTU376","Fungi","Ascomycota",NA,NA,NA,NA,NA
"OTU377","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA
"OTU378","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU379","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium restrictum"
"OTU380","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Campylocarpon","Campylocarpon fasciculare"
"OTU381","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetaceae","Spizellomyces","Spizellomyces dolichospermus"
"OTU382","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Wardomycopsis","Wardomycopsis litoralis"
"OTU383","Fungi","Ascomycota","Dothideomycetes","Botryosphaeriales","Botryosphaeriaceae","Neofusicoccum","Neofusicoccum parvum"
"OTU384","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Rhizopodaceae","Rhizopus","Rhizopus microsporus"
"OTU385","Fungi",NA,NA,NA,NA,NA,NA
"OTU386","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Thermomyces","Thermomyces lanuginosus"
"OTU387","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae",NA,NA
"OTU388","Fungi","Ascomycota","Dothideomycetes",NA,NA,NA,NA
"OTU389","Fungi","Aphelidiomycota","Aphelidiomycetes",NA,NA,NA,NA
"OTU390","Fungi","Ascomycota","Sordariomycetes","Sordariales","Cephalothecaceae","Phialemonium","Phialemonium inflatum"
"OTU391","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Lasiosphaeris","Lasiosphaeris hispida"
"OTU392","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Thielavia","Thielavia subthermophila"
"OTU393","Fungi","Chytridiomycota",NA,NA,NA,NA,NA
"OTU394","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae",NA,NA
"OTU395","Fungi","Basidiomycota","Agaricomycetes","Cantharellales",NA,NA,NA
"OTU396","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU397","Stramenopila","Oomycota","Oomycetes","Peronosporales",NA,NA,NA
"OTU398","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae",NA,NA
"OTU399","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA
"OTU400","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA
"OTU401","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Cheilymenia","Cheilymenia vitellina"
"OTU402","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Exserohilum","Exserohilum rostratum"
"OTU403","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Melanocarpus","Melanocarpus tardus"
"OTU404","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU405","Fungi","Ascomycota","Pezizomycetes","Pezizales",NA,NA,NA
"OTU406","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Plectosphaerella","Plectosphaerella melonis"
"OTU407","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"OTU408","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae",NA,NA
"OTU409","Fungi","Ascomycota","Pezizomycetes","Pezizales","Ascobolaceae","Ascobolus",NA
"OTU410","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus deflectus"
"OTU411","Fungi","Ascomycota",NA,NA,NA,NA,NA
"OTU412","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","Exophiala dermatitidis"
"OTU413","Fungi","Ascomycota","Sordariomycetes","Coniochaetales",NA,NA,NA
"OTU414","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Thermomyces","Thermomyces lanuginosus"
"OTU415","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU416","Fungi","Ascomycota","Eurotiomycetes","Eurotiales",NA,NA,NA
"OTU417","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU418","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula","Rhodotorula mucilaginosa"
"OTU419","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae",NA,NA
"OTU420","Fungi","Ascomycota","Sordariomycetes","Sordariales",NA,NA,NA
